zoneid,areatype05,areatype10,areatype15,areatype20,areatype30,areatype35,areatype40,ciacre05,ciacre10,ciacre15,ciacre20,ciacre30,ciacre35,ciacre40,resacre05,resacre10,resacre15,resacre20,resacre30,resacre35,resacre40,sfdu05,sfdu10,sfdu15,sfdu20,sfdu30,sfdu35,sfdu40,mfdu05,mfdu10,mfdu15,mfdu20,mfdu30,mfdu35,mfdu40,terminal05,terminal10,terminal15,terminal20,terminal30,terminal35,terminal40,oprkcst05,oprkcst10,oprkcst15,oprkcst20,oprkcst30,oprkcst35,oprkcst40,prkcst05,prkcst10,prkcst15,prkcst20,prkcst30,prkcst35,prkcst40,FID
6,0,0,0,0,0,0,0,8,8,8,8,8,8,8,7,7,7,7,7.36544,7.36544,7.45222,15,0,0,0,0,0,0,2315,2406,2406,2406,2557,2557,2579,4.94027,4.93372,5.00004,5.03935,5.06719,5.06513,5.05374,546,546,546,567.89648,592.19458,590.35809,580.32806,150,150,150,156.01552,162.69081,162.18629,159.43079,16
105,1,1,1,1,1,1,1,10,10,10,10,10,10,10,32,34,34.45499,34.45499,35.13575,35.13575,35.13575,111,145,145,145,143,143,143,2916,3252,3284,3284,3557,3619,3705,4.24767,4.05339,4.11499,4.18439,4.24418,4.26057,4.2703,68,68,68,68,68,68,68,48,48,48,48,48,48,48,17
7,0,0,0,0,0,0,0,14,14,14,14,14,14,14,15,13,13,13,13,13,13,9,0,0,0,0,0,0,5182,4174,4174,4174,4174,4174,4174,4.98486,5.3347,5.35435,5.47121,5.4862,5.4797,5.46546,600,906.07025,933.24158,1112.53955,1137.89404,1126.82715,1102.95935,205,309.57401,318.85754,380.11768,388.78046,384.9993,376.84445,18
106,1,1,1,1,1,1,1,38,38,38,38,38,38,38,18,22.22288,22.22288,22.22288,22.22288,22.92438,24.71561,134,151,151,151,151,151,151,2364,3438,3438,3438,3446,3674,4164,4.18512,4.3348,4.51942,4.49014,4.56124,4.5812,4.59273,68,79.17743,104.62646,100.10512,111.43845,114.84444,116.85926,48,55.88995,73.85397,70.66244,78.66244,81.06667,82.48889,19
8,0,0,0,0,0,0,0,15,15,15,15,15,15,15,8,8.33042,8.33042,8.33042,8.48825,8.48825,9.0107,17,19,19,19,19,19,19,4188,4898,4898,4898,4941,4941,5076,4.45337,4.60936,4.64648,4.72866,4.74901,4.7445,4.73231,443,500.77151,529.59387,599.42761,618.09222,613.90228,602.72882,116,131.12753,138.6747,156.96072,161.84808,160.75093,157.82516,20
107,1,1,1,1,1,1,1,106,106,106,106,106,106,106,10,10,10.25827,10.25827,15.76828,24.11288,36.17121,73,89,89,89,89,89,85,653,716,802,802,2255,4295,6755,3.96644,3.89846,4.10989,4.02938,4.07045,4.07577,4.07221,68,68,68,68,68,68,68,48,48,48,48,48,48,48,21
9,0,0,0,0,0,0,0,47,47,47,47,47,47,47,8,9.27507,9.79332,9.79332,9.79332,9.79332,10.77811,29,35,35,35,35,35,35,4401,5504,6032,6032,6032,6032,6290,4.8055,5.09543,5.22542,5.21851,5.25331,5.25478,5.24751,159.03,246.06178,299.21539,296.12253,312.03702,312.72644,309.32715,96.22834,148.89088,181.05391,179.18242,188.81221,189.22937,187.17247,22
108,2,2,2,2,2,2,2,103,103,103,103,103,103,103,2,7,9.53398,9.53398,12.95307,12.95307,15.51925,0,0,0,0,0,0,0,102,452,1862,1862,2893,3097,3792,2.52803,2.56685,3.50406,3.37108,3.87309,4.02214,4.21621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
10,0,0,0,0,0,0,0,35,35,35,35,35,35,35,7,9.34244,10.37666,10.37666,10.53553,11.60156,11.81014,40,5,5,5,5,5,5,1113,3578,5663,5663,5742,6107,6172,4.65526,4.60214,4.73802,4.72893,4.76759,4.7711,4.76633,273,273,277.92566,274.14435,290.58801,292.13043,290.04077,89,89,90.6058,89.37307,94.73383,95.23666,94.55541,24
109,2,2,2,2,2,2,2,135,135,135,135,135,135,135,6,23.63865,23.63865,23.63865,23.63865,23.63865,23.63865,0,0,0,0,0,0,0,745,4308,4158,4158,4158,4158,4158,3.24823,3.14507,3.30612,3.3036,3.36108,3.37531,3.38113,136.02635,136.02635,136.02635,136.02635,140.34549,143.45317,144.74364,68.01318,68.01318,68.01318,68.01318,70.17275,71.72659,72.37183,25
11,0,0,0,0,0,0,0,37,38,38,38,38,38,38,12,12.58862,12.58862,12.58862,13.74341,13.74341,13.7802,64,10,10,10,10,10,10,1800,2923,2923,2923,3258,3258,3268,4.72138,4.51262,4.64739,4.65673,4.70988,4.71973,4.71928,259,259,259,259,259,259,259,116,116,116,116,116,116,116,26
110,3,3,3,3,3,3,3,33,33.84755,63.81362,71.3862,72.38053,72.38053,72.38053,2,10.83159,7,7,7,7,9.17242,0,0,0,0,0,0,0,149,2015,3920,6923,6917,6917,7300,2.60472,4.5725,7.82289,9.43031,14.27509,16.36199,18.48984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
12,0,0,0,0,0,0,0,16,16,16,16,16,16,16,1,1,1,1,1.24529,1.24529,1.24529,0,0,0,0,0,0,0,102,984,984,984,1052,1052,1052,5.28356,5.36008,5.46202,5.51653,5.56777,5.57676,5.57565,778,778,893.98761,970.35101,1048.0686,1062.31677,1060.55042,177,177,203.38792,220.76109,238.44234,241.6839,241.28204,28
111,3,3,3,3,3,3,3,211,211,213.92075,211,211,211,211,9,11.75597,11.75597,10,10,11.56715,50.94352,71,121,121,120,118,118,114,508,1180,1312,1312,1690,1886,6436,1.94521,1.75553,2.11269,2.41143,3.04195,3.31026,3.69237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
112,3,3,3,3,3,3,3,10,10,10,10,10,10,10,25,28,28,28,28.43839,28.43839,28.47747,312,353,353,353,353,353,351,648,704,704,704,762,762,781,3.09852,3.34137,3.83527,3.79664,4.02401,4.08253,4.13776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
113,3,3,3,3,3,3,3,27,27,27,27,27,27,27,82,82,82,82,84.27621,87.27093,87.64209,854,962,962,962,951,946,937,1438,1584,1692,1692,2340,3151,6872,2.06277,2.4073,2.64155,2.56168,2.84606,3.09102,4.39697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
114,3,3,3,3,3,3,3,20,20,20,20,20,20,20,44,48.58375,48.58375,48.58375,48.58375,48.64099,49.00484,583,680,680,680,680,678,674,944,1086,1116,1116,1120,1148,1235,2.50561,2.81737,3.1978,3.14647,3.31885,3.37037,3.43273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
115,1,1,1,1,1,1,1,26,26,26,26,26,26,26,16,17,17.3551,17.3551,17.3551,17.39255,17.39255,154,161,161,161,159,159,159,447,471,560,560,582,603,614,6.97009,19.35126,25.52083,23.08982,25.46162,26.15647,26.5508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
116,1,1,1,1,1,1,1,49,49,49,49,49,49,49,31,36,36,36,36.41077,37.49202,40.32446,248,302,302,302,286,286,286,1161,1676,1676,1676,1875,2145,2706,4.69171,3.9349,4.54993,4.51407,4.89093,5.07001,5.28468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
117,1,1,1,1,1,1,1,9,9,9,9,9,9,9,34,35,35,35,35,35,35,381,423,423,423,421,421,421,1110,1189,1189,1189,1232,1255,1259,3.50604,3.1644,3.35329,3.40441,3.59368,3.66374,3.70978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
118,2,2,2,2,2,2,2,8,8,8,8,8,8,8,27,27,27,27,27,27,27,213,249,249,249,239,239,239,1176,1262,1262,1262,1333,1348,1348,4.08071,3.8148,3.97008,4.06746,4.28039,4.34809,4.37606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
119,2,2,2,2,2,2,2,4,4,4,4,4,4,4,19,20,20,20,20,20.08076,20.08076,158,181,181,181,181,181,181,622,668,668,668,669,674,674,3.85124,3.48097,3.72995,3.80829,4.00576,4.0695,4.11406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
120,2,2,2,2,2,2,2,10,10,10,10,10,10,10,29,30,30,30,30,32.6693,32.6693,328,323,323,323,323,323,323,809,850,850,850,873,1200,1200,3.12461,2.79762,2.97084,3.00153,3.17861,3.48843,3.53974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
121,3,3,3,3,3,3,3,11,11,11,11,11,11,11,52,52,52,52,53.10757,53.10757,53.20284,887,929,929,929,929,929,931,401,448,448,448,532,532,532,2.1655,2.05811,2.18894,2.20897,2.32519,2.36202,2.39167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
122,3,3,3,3,3,3,3,5,5,5,5,5,5,5,72,72,72,72,72,72,72.04018,1225,1310,1310,1310,1310,1310,1311,916,968,968,968,969,969,973,2.54384,2.47561,2.57629,2.64564,2.75079,2.79651,2.8382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
123,1,1,1,1,1,1,1,16,16,16,16,16,16,16,37,37,37,37,37,38.91388,38.95513,623,641,641,641,641,641,641,1174,1246,1246,1246,1250,1378,1380,4.16966,3.96328,4.574,4.44829,4.73502,4.79029,4.86611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
124,3,3,3,3,3,3,3,3,3,3,3,3,3,3,39,39,39,39,39.10322,39.10322,39.10322,749,753,753,753,753,753,753,565,609,609,609,616,616,616,2.93874,3.45163,3.39235,3.46921,3.48513,3.48309,3.49288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,38,38,38,38,38,38,38,840,866,866,866,866,866,866,239,256,256,256,256,256,256,2.48261,2.33393,2.48345,2.51193,2.62857,2.67317,2.71652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
126,3,3,3,3,3,3,3,1,1,1,1,1,1,1,63,63,63,63,63,63.12174,63.12174,862,909,909,909,909,908,906,559,628,628,628,629,640,646,2.18499,2.17144,2.27178,2.30478,2.38796,2.42771,2.4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
127,2,2,2,2,2,2,2,6,6,6,6,6,6,6,71,71,71,71,71,71,71.08052,1026,1036,1036,1036,1036,1034,1034,789,861,861,861,886,892,895,2.16296,2.03373,2.14578,2.15716,2.23722,2.26286,2.27992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
128,3,3,3,3,3,3,3,4,4.11321,4.11321,4.11321,4,4,4,69,69,69,69,69.12833,69.12833,69.12833,720,678,678,678,678,678,678,1818,1953,1953,1953,1979,1979,1979,2.47105,2.38806,2.50173,2.53473,2.61634,2.64263,2.6633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
129,2,2,2,2,2,2,2,1,1,1,1,1,1,1,78,76,76,76,76,76,76,917,864,864,864,864,864,864,1252,1312,1312,1312,1312,1312,1312,1.92867,1.952,2.04766,2.03584,2.10542,2.13831,2.17098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
130,2,2,2,2,2,2,2,43,43,43,43,43,43,43,103,103,103,103,103,103.27305,105.17645,1288,1334,1334,1334,1331,1331,1333,563,590,590,590,606,639,700,1.62002,1.77362,1.83007,1.84313,1.87976,1.89671,1.91047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
252,4,4,4,4,4,4,4,201,201,201,201,201,201,201,1445,1435,1435,1435,1435,1437.27087,1439.04895,1963,2022,2022,2022,2022,2025,2028,0,0,0,0,0,0,0,0.9832,0.98513,0.98728,0.99035,0.9911,0.99086,0.98999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
52,3,3,3,3,3,3,3,280,280,280,280,280,280,280,57,57,57,57,57,57,57,214,111,111,111,111,111,111,588,842,842,842,842,842,842,1.13679,1.35882,1.32751,1.3619,1.30611,1.27049,1.23144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
352,3,3,3,3,3,3,3,24,24,24,24,24,24,24,18,18,18,18,18,18,18,9,23,23,23,23,23,23,185,383,383,383,383,383,383,1.2713,1.48451,1.50025,1.52396,1.5491,1.5626,1.57486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
152,3,3,3,3,3,3,3,27,27,27,27,27,27,27,71,72,72,72,72,72,72,1247,1335,1335,1335,1335,1335,1335,80,86,86,86,86,86,86,1.77175,1.83819,1.94486,1.95084,2.03323,2.0576,2.10061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
202,3,3,3,3,3,3,3,38,38,38,38,38,38,38,180,181,181,181,181,181,181,1453,1510,1510,1510,1510,1510,1510,664,733,733,733,733,733,733,1.62514,1.57827,1.59763,1.60524,1.6139,1.60963,1.61198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
302,4,4,4,4,4,4,4,468,468,468,468,468,468,468,517,528,528,528,528.36096,531.4754,533.5415,1542,1640,1640,1640,1644,1672,1721,7,2,2,2,2,2,2,0.98712,0.99806,1.00113,1.003,1.00497,1.00677,1.01037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
131,3,3,3,3,3,3,3,1,1,1,1,1,1,1,196,199,199,199,199.07336,199.07336,199.07336,2614,2637,2637,2637,2638,2638,2638,97,104,104,104,104,104,104,1.5521,1.55666,1.64217,1.63887,1.70284,1.73313,1.76617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
132,3,3,3,3,3,3,3,15,15,15,15,15,15,15,101,104.94115,104.94115,104.94115,104.94115,104.94115,104.94115,1132,1152,1152,1152,1152,1148,1148,149,358,429,429,429,445,445,1.63659,1.92161,2.17494,2.0297,2.04451,2.04151,2.03299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
133,3,3,3,3,3,3,3,67,67,67,67,67,67,67,113,116,116,116,116,116,116,1795,1894,1894,1894,1894,1894,1894,639,700,700,700,700,700,700,2.00963,2.66703,3.20356,3.00065,3.20821,3.27394,3.31898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
134,3,3,3,3,3,3,3,17,17,17,17,17,17,17,116,118.06819,118.06819,118.06819,118.19476,118.19476,118.25168,1925,2192,2192,2192,2108,2108,2106,357,446,446,446,625,625,637,2.1451,2.23234,2.35426,2.37346,2.50639,2.54303,2.57827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
135,3,3,3,3,3,3,3,6,6,6,6,6,6,6,56,59,59,59,59.47482,59.47482,59.66536,987,1083,1083,1083,1079,1079,1077,451,513,513,513,550,550,570,2.7472,2.83538,2.94885,3.01806,3.12227,3.146,3.18354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
136,3,3,3,3,3,3,3,9,9,9,9,9,9,9,49,50,50,50,50,50,50,918,967,967,967,967,967,967,27,28,28,28,28,28,28,2.36244,2.79964,3.29134,3.13506,3.37283,3.46087,3.54062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
137,3,3,3,3,3,3,3,4,4,4,4,4,4,4,83,84.23708,84.23708,84.23708,84.23708,84.39143,84.81722,1454,1557,1557,1557,1555,1555,1556,75,99,99,99,103,113,137,2.17736,2.21566,2.36725,2.35052,2.46543,2.50883,2.55988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
138,3,3,3,3,3,3,3,26,26,26,26,26,26,26,118,120,120,120,120,120.07168,120.17005,2046,2189,2189,2189,2189,2190,2190,467,519,519,519,519,523,527,2.42124,2.3395,2.47305,2.50639,2.60666,2.64196,2.68637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
139,3,3,3,3,3,3,3,18,18,18,18,18,18,18,65,65,65,65,66.2221,67.20439,67.46037,1252,1281,1281,1281,1275,1271,1235,103,115,115,115,293,399,500,2.45224,2.36007,2.53323,2.49217,2.7092,2.78676,2.87412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
140,3,3,3,3,3,3,3,3,3,3,3,3,3,3,59,61,61,61,61,63.50002,63.55742,993,1081,1081,1081,1075,1073,1056,127,143,143,143,155,326,446,2.22444,2.11657,2.17734,2.23207,2.3245,2.4516,2.57913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
141,3,3,3,3,3,3,3,5,5,5,5,5,5,5,24,25,25,25,25.24261,25.24261,25.24261,387,449,449,449,449,449,427,285,340,340,340,375,375,512,2.51536,2.62369,2.7313,2.77194,2.93064,2.95108,3.2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
142,1,1,1,1,1,1,1,480,480.54523,481.44968,480,480,480,480,6,7,7,7,16.67032,33.93534,99.48891,50,59,59,59,59,57,55,75,101,101,101,984,2584,8459,2.23824,2.02582,2.468,2.19615,2.26694,2.31328,2.47603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
143,3,3,3,3,3,3,3,10,10,10,10,10,10,10,16,16,16,16,16.59642,16.59642,16.98383,280,349,349,349,349,349,318,84,106,106,106,157,157,267,2.69214,3.9354,4.6447,4.33991,4.61684,4.67494,4.82211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
144,3,3,3,3,3,3,3,7,7,7,7,7,7,7,38,38,38,38,38,38,38.05676,618,603,603,603,581,581,576,643,677,677,677,811,811,826,2.54413,7.08134,8.83204,8.62159,9.15505,9.23117,9.2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
145,3,3,3,3,3,3,3,70,70.11478,70.11478,70.11478,70.11478,70.11478,70,52,52,52,52,62.53051,63.30077,64.86938,253,64,64,64,64,64,64,1154,1237,1237,1237,2263,2320,2480,1.7222,3.30067,3.99749,3.81645,4.12491,4.14232,4.17157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
146,3,3,3,3,3,3,3,651,651,651,651,651,651,651,2,3.01515,20.86059,20.86059,20.94017,21.22782,27.29415,125,127,127,127,127,127,127,34,131,535,5785,5791,5813,6263,0.91545,0.9275,0.97224,1.68968,2.04226,2.23592,2.4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
147,3,3,3,3,3,3,3,43,43,43,43,43,43,43,62,63,63,63,64.1648,64.63451,65.07154,993,1059,1059,1059,1055,1055,987,243,271,271,271,364,399,594,2.09875,2.41342,2.76033,2.68306,2.87427,2.94238,3.06162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
148,3,3,3,3,3,3,3,54,54,54,54,54,54,54,53,55,55,55,55.8583,57.89306,60.72158,658,733,733,733,733,715,715,271,318,318,318,638,877,1154,2.12163,2.20896,2.47102,2.38706,2.65114,2.77232,2.90436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
149,3,3,3,3,3,3,3,140,140,140,140,140,140,140,44,77.76595,247.5816,259.47815,260.52158,269.14948,291.26202,665,1231,1231,1231,1221,1134,1116,41,431,6081,7481,7617,8901,11705,1.57768,1.71869,2.04377,2.43272,2.58557,2.80132,3.13642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
150,3,3,3,3,3,3,3,70,70,70,70,70,70,70,26,31.6875,31.6875,31.6875,32.49996,33.4778,34.00331,550,826,826,826,826,822,750,91,564,564,564,625,705,889,2.30152,2.33747,2.63298,2.5456,2.72678,2.81951,2.94072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
253,4,4,4,4,4,4,4,4,4,4,4,4,4,4,218,218,218,218,218,218.44041,218.44041,785,828,828,828,828,833,833,272,240,240,240,240,240,240,1.16976,1.13909,1.15413,1.16438,1.17494,1.1806,1.18527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
254,4,4,4,4,4,4,4,20,20,20,20,20,20,20,1431,1445,1445,1445,1445,1448.99353,1449.45093,1804,1925,1925,1925,1925,1931,1932,9,0,0,0,0,0,0,0.98367,0.99386,0.99562,1.00041,1.00041,0.9995,0.99848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
255,4,4,4,4,4,4,4,37,37,37,37,37,37,37,223,224,224,224,224,224.27026,224.27026,1207,1233,1233,1233,1252,1254,1254,113,119,119,119,125,125,125,1.2269,1.22949,1.24854,1.25725,1.27202,1.27466,1.27716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
256,2,2,2,2,2,2,2,12,12,12,12,12,12,12,140,141,141,141,141.23671,141.23671,141.23671,567,695,695,695,774,778,778,1993,2117,2117,2117,2140,2140,2140,1.87843,1.80076,1.92679,1.92393,1.98627,1.99636,2.00594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
257,3,3,3,3,3,3,3,63,63,63,63,63,63,63,96,98,98,98,105.09242,106.64611,106.96086,552,670,670,670,670,670,670,1298,1217,1217,1217,1969,2112,2141,3.03604,2.87317,3.13954,3.17852,3.29838,3.2941,3.26476,27,27,27,27,27,27,27,0,0,0,0,0,0,0,79
258,3,3,3,3,3,3,3,19,19,19,19,19,19,19,122,123.53758,123.53758,123.53758,125.40758,125.90984,125.90984,535,627,627,627,629,626,626,2040,2235,2235,2235,2331,2396,2396,1.9353,1.98753,2.11727,2.11535,2.18079,2.19708,2.21307,27,27,29.46727,28.24238,30.13221,30.2022,30.55217,0,0,0,0,0,0,0,80
259,3,3,3,3,3,3,3,47,47,47,47,47,47,47,112,112,112,112,112.13786,112.13786,112.13786,460,429,429,429,429,429,429,1866,1908,1908,1908,1922,1922,1922,1.64139,1.67865,1.71883,1.74717,1.7739,1.77638,1.77989,27,27,27.91915,29.90106,30.96383,30.90638,30.53298,0,0,0,0,0,0,0,81
260,3,3,3,3,3,3,3,41,41,41,41,41,41,41,171,176,176,176,176.2735,176.59683,177.21225,1181,1479,1479,1479,1480,1479,1479,839,841,841,841,927,940,961,1.77096,1.72041,1.76844,1.80373,1.86664,1.88071,1.89427,27,27,27,27.46705,30.02471,30.66969,31.40363,0,0,0,0,0,0,0,82
261,4,4,4,4,4,4,4,117,117,117,117,117,117,117,165,168,168,168,168,168,168,914,951,951,951,951,951,951,458,451,451,451,451,470,470,1.24465,1.25412,1.26633,1.28036,1.28588,1.28796,1.28579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
262,4,4,4,4,4,4,4,52,52,52,52,52,52,52,147,152,152,152,152,152,152,820,921,921,921,921,921,921,331,312,312,312,312,312,312,1.30581,1.30767,1.32846,1.34361,1.37303,1.38351,1.3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
263,4,4,4,4,4,4,4,8,8,8,8,8,8,8,93,93,93,93,93,93,93,820,800,800,800,800,800,800,11,11,11,11,11,11,11,1.40584,1.43635,1.48557,1.49407,1.53785,1.55868,1.58188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
264,4,4,4,4,4,4,4,54,54,54,54,54,54,54,131,131,131,131,131,131,131,1044,1019,1019,1019,1019,1019,1019,-1,0,0,0,0,0,0,1.29996,1.3635,1.40318,1.40587,1.43223,1.43808,1.44467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
265,4,4,4,4,4,4,4,104,110,110,110,110,110,110,103,103,105.95338,105.95338,109.76353,123.83683,123.83683,821,818,818,818,921,949,949,949,973,1048,1048,1048,1495,1495,2.4505,2.23427,2.51381,2.45731,2.51184,2.48032,2.46175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
266,3,3,3,3,3,3,3,320,320,320,320,320,320,331.22211,222,226.13713,246.92952,253.20593,253.20593,253.20593,253.20593,1282,1260,1260,1260,1260,1260,1295,1727,2068,2371,2611,2688,2972,4060,2.13265,2.16446,2.41745,2.44017,2.44985,2.4869,2.99046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
267,4,4,4,4,4,4,4,31,31,31,31,31,31,31,146,153,153,153,153,153,153.13037,977,1068,1068,1068,1068,1167,1168,251,283,283,283,283,283,283,1.40537,1.42104,1.46621,1.46323,1.47928,1.50849,1.51206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
268,4,4,4,4,4,4,4,27,27,27,27,27,27,27,134,134,134,134,134,134,134,859,908,908,908,987,987,987,402,422,422,422,422,422,422,1.30425,1.35491,1.35795,1.37698,1.40093,1.39874,1.39735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
269,4,4,4,4,4,4,4,39,39,39,39,39,39,39,175,174,174,174,174,174,174,799,767,767,767,767,767,767,611,613,613,613,613,613,613,1.21901,1.21657,1.2283,1.23407,1.23911,1.23882,1.2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
270,4,4,4,4,4,4,4,8,8,8,8,8,8,8,112,112,112,112,112,112,112,387,515,515,515,515,515,515,793,1027,1027,1027,1027,1027,1320,1.41599,1.56437,1.55522,1.58484,1.58527,1.58183,1.67985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
271,4,4,4,4,4,4,4,13,13,13,13,13,13,13,145,144,144,144,144,144,144,1327,1184,1184,1184,1184,1184,1184,229,219,219,219,219,219,219,1.35713,1.36656,1.39724,1.40052,1.41851,1.42453,1.42819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
272,4,4,4,4,4,4,4,5,5,5,5,5,5,5,144,144,144,144,144,144,144,888,868,868,868,868,868,868,6,6,6,6,6,6,6,1.29667,1.33119,1.35378,1.37953,1.39694,1.40155,1.41036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
303,4,4,4,4,4,4,4,32,32,32,32,32,32.35401,32.35401,339,341,341,341,342.91095,342.69608,342.90106,1611,1670,1670,1670,1686,1687,1689,109,72,72,72,72,70,70,1.31408,1.20148,1.24705,1.25808,1.27177,1.37746,1.4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
273,4,4,4,4,4,4,4,9,9,9,9,9,9,9,143,142,142,142,142,142,142,947,999,999,999,999,999,999,605,553,553,553,553,553,652,1.40137,1.50057,1.51348,1.5286,1.52468,1.517,1.54099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
274,3,3,3,3,3,3,3,32,32,32,32,32,32,32,137,137,137,137,183.19783,183.70732,183.70732,839,839,839,839,839,841,841,1384,1430,1430,1430,3189,3213,3213,2.00526,1.85296,1.96005,1.97519,2.12834,2.12726,2.15437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
275,3,3,3,3,3,3,3,85,85,85,85,85,85,85,119,119,119,119,119.19878,122.54445,122.62766,904,1083,1083,1083,1083,1173,1173,940,980,980,980,992,1005,1011,1.81376,1.85509,1.95534,1.97419,2.01199,2.01484,2.01133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
276,4,4,4,4,4,4,4,12,12,12,12,12,12,12,79,79,79,79,79,79,79,475,451,451,451,451,451,451,775,776,776,896,896,962,962,1.52539,1.47567,1.50426,1.5703,1.60077,1.63427,1.64946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
277,4,4,4,4,4,4,4,27,27,27,27,27,27,27,172,172,172,172,178.71957,178.83427,178.83427,1369,1370,1370,1370,1467,1468,1468,458,438,438,438,441,441,441,1.40444,1.44469,1.47822,1.49038,1.51563,1.5215,1.5278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
278,2,2,2,2,2,2,2,140,141,167.05563,167.05563,164.63092,163.93199,163.84512,93,153.26419,153.26419,153.26419,156.45482,157.15375,157.24062,1066,1087,1399,1497,1494,1494,1494,547,793,2578,2981,3124,3155,3158,1.70782,2.08607,2.39971,2.67669,2.87438,2.94613,2.99888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
279,3,3,3,3,3,3,3,78,78,78,78,78,78,78,147,149,149,159.48711,165.26692,169.332,180.08585,978,979,979,979,979,979,979,303,311,311,1010,1230,1385,2088,2.04953,1.97292,2.01377,2.12061,2.05707,2.00788,2.02521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
280,3,3,3,3,3,3,3,52,52,52,52,52,52,52,138,139,139,139,144.09821,146.23668,170.49036,912,997,997,997,996,996,996,467,456,456,456,672,760,1808,2.11982,2.00999,2.17438,2.17919,2.18978,2.16722,2.24694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
